id,palabra,word,alegria_m,alegria_sd,ira_m,ira_sd,tristeza_m,tristeza_sd,miedo_m,miedo_sd,asco_m,asco_sd,categoria_palabradecimal
2250,"visión","vision",3.53,1.50,1.13,0.43,1.57,1.04,1.50,0.86,1.37,0.81,1
2251,"vistazo","look",1.57,0.94,1.50,0.97,1.33,0.71,1.50,0.90,1.47,0.90,1
2252,"vitalidad","vitality",4.23,0.82,1.03,0.18,1.13,0.35,1.13,0.35,1.03,0.18,1
2253,"viuda","widow",1.23,0.73,1.87,1.36,4.07,0.94,2.57,1.41,1.40,0.97,1
2254,"vívido","lively",2.72,1.46,1.08,0.28,1.60,1.12,1.72,1.24,1.44,1.04,3
2255,"vivir","live",4.47,0.78,1.23,0.63,1.73,1.28,2.33,1.32,1.10,0.31,2
2256,"vivo","alive",4.57,0.68,1.13,0.35,1.20,0.48,1.67,0.96,1.10,0.40,1
2257,"volcán","volcano",1.53,0.78,2.20,1.27,2.00,1.20,4.00,0.91,1.60,0.86,1
2258,"volumen","volume",1.77,1.01,1.57,1.01,1.27,0.74,1.40,0.86,1.47,0.90,1
2259,"voluntad","will",3.53,1.14,1.30,0.70,1.20,0.48,1.33,0.66,1.03,0.18,1
2260,"voluptuosidad","voluptuousness",2.52,1.58,1.40,0.76,1.48,0.92,1.76,0.93,1.72,0.98,1
2261,"vómito","vomit",1.23,0.73,1.73,1.17,1.90,1.24,1.77,1.17,4.47,0.86,1
2262,"yate","yacht",3.53,1.50,1.17,0.46,1.13,0.35,1.53,1.04,1.23,0.73,1
2263,"zafiro","sapphire",2.77,1.41,1.30,0.75,1.23,0.57,1.30,0.60,1.17,0.53,1
2264,"zapato","shoe",2.17,1.29,1.10,0.40,1.10,0.40,1.10,0.40,1.30,0.65,1
2265,"zorro","fox",1.93,1.14,1.20,0.48,1.27,0.74,2.67,1.42,1.17,0.46,3
2266,"zurra","spanking",1.00,0.00,2.95,1.36,1.90,0.91,2.60,1.19,1.25,0.55,1
